"bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","yr_renovated","zipcode","sqft_living15","sqft_lot15","priceinK","PYears","Pmonth"
3,1,1330,3740,1.5,"0","0","3","6",1330,0,1903,0,"98118",1330,5.053,389,"2015","4"
3,3,2630,4972,2,"0","0","3","9",2630,0,2006,0,"98052",2880,4.972,731.8,"2014","9"
2,1,1100,4750,1,"0","0","3","7",1100,0,1946,0,"98116",1830,4.75,502.5,"2015","4"
3,2,1810,7950,1,"0","0","4","7",1810,0,1968,0,"98008",1680,7.725,443,"2014","11"
3,2,2060,4080,1,"0","0","5","7",1060,1000,1921,0,"98144",1400,4.08,607,"2014","8"
3,4,4660,5500,2,"0","4","5","10",3040,1620,1909,0,"98102",2980,5.5,2150,"2014","7"
4,2,2370,15200,1,"0","0","3","8",1660,710,1975,0,"98052",2360,13.879,585,"2014","9"
3,2,2430,10500,2,"0","1","3","9",2430,0,1989,0,"98004",3440,12.842,1030,"2014","6"
3,2,1880,7000,2,"0","0","3","8",1880,0,1993,0,"98031",1880,7,315,"2014","6"
2,1,1150,5695,1,"0","0","4","6",1150,0,1958,0,"98056",1150,5.695,180,"2014","10"
3,2,1350,14200,1,"0","0","3","7",1350,0,1989,0,"98019",2100,15.101,322.5,"2014","5"
3,3,2180,7519,1,"0","0","4","7",1310,870,1981,0,"98052",1510,7.107,568.5,"2014","6"
4,3,3370,6675,1,"0","3","4","8",1920,1450,1948,0,"98144",2250,5.55,813,"2014","6"
5,2,3650,13068,1,"0","0","4","10",1850,1800,1976,0,"98040",2760,13.927,1090,"2015","4"
4,2,2100,4857,2,"0","0","3","8",2100,0,1965,1984,"98155",1450,5.965,424,"2014","6"
2,1,670,5600,1,"0","0","3","6",670,0,1903,0,"98108",1960,7.176,235,"2014","7"
3,4,2420,4000,2,"0","0","5","9",1820,600,1907,0,"98122",2030,4.55,740,"2014","9"
1,1,760,3000,1,"0","0","3","7",760,0,1900,0,"98122",1270,3,415,"2014","8"
3,3,2200,14925,1,"0","0","3","6",1100,1100,1982,0,"98053",1520,14.212,432,"2014","5"
5,3,4410,35192,2,"0","2","3","12",3880,530,1990,0,"98072",4410,59.677,1270,"2015","5"
3,2,1300,2446,1,"0","3","3","8",880,420,1961,0,"98122",2440,5.051,676.5,"2014","9"
2,1,720,4592,1,"0","0","4","6",720,0,1943,0,"98199",1030,5.816,419,"2014","11"
3,2,2180,37042,2,"0","0","3","9",2180,0,1998,0,"98077",2880,32.688,650,"2015","3"
2,1,1130,15190,1,"0","0","4","7",1130,0,1954,0,"98032",1490,16.92,239,"2014","8"
4,2,2230,4372,2,"0","0","5","8",1540,690,1935,0,"98103",2020,4.372,900,"2014","7"
5,2,2100,7347,1,"0","0","3","7",1070,1030,1981,0,"98028",2170,9.418,330,"2015","4"
3,2,2060,58341,1,"0","4","3","8",1100,960,1982,0,"98070",1230,14.904,510,"2014","12"
4,2,3060,6000,2,"0","0","3","9",3060,0,2012,0,"98038",3040,6,465,"2014","6"
3,3,2810,18731,2,"1","4","4","10",2810,0,1974,0,"98052",3120,14.81,1700,"2014","6"
3,2,2550,8588,1,"0","4","3","9",2550,0,1989,0,"98011",3050,8.588,490,"2014","8"
5,3,4290,20445,2,"0","0","4","11",4290,0,1985,0,"98039",3620,22.325,2680,"2014","7"
3,2,3040,52302,1,"0","0","3","9",3040,0,2005,0,"98072",2070,38.6,1000,"2014","11"
4,3,2530,14178,2,"0","0","3","8",2530,0,1997,0,"98019",2530,14.055,469.9,"2014","7"
3,2,1300,5413,1.5,"0","0","3","7",1300,0,1925,1992,"98115",1590,6.38,536,"2014","5"
4,2,1790,19177,1,"0","0","4","7",1790,0,1966,0,"98030",1760,11.726,244.9,"2015","3"
3,1,1530,2400,1,"0","0","4","7",890,640,1928,0,"98103",1240,2.4,575,"2015","4"
5,3,2380,7500,1,"0","0","3","7",1300,1080,1984,0,"98178",2400,6,361,"2015","3"
5,2,2400,13450,1,"0","0","5","7",1200,1200,1957,0,"98008",1950,10.361,650,"2015","3"
2,1,1030,6000,1,"0","0","2","7",830,200,1951,0,"98118",1770,5,230,"2015","3"
4,2,3250,235063,1,"0","2","3","9",3250,0,1973,0,"98092",1600,44.287,293,"2014","5"
3,3,1970,24318,1,"0","0","3","8",1970,0,2010,0,"98028",2150,14.695,445,"2014","5"
4,2,1940,6386,1,"0","0","3","7",1140,800,1954,0,"98118",1340,6.165,280,"2014","8"
3,2,1850,10855,1,"0","0","3","8",1370,480,1985,0,"98029",1850,8.209,520,"2014","7"
4,3,3900,40962,2,"0","0","3","10",3900,0,1991,0,"98053",1730,11.775,780,"2014","8"
3,2,3160,76230,1,"0","0","4","8",2160,1000,1978,0,"98001",1990,45.789,625,"2014","7"
3,2,1440,7200,1,"0","0","3","7",1440,0,1986,0,"98188",1640,9.167,239.9,"2015","4"
3,2,2040,6000,1,"0","0","3","7",1340,700,1957,0,"98118",1190,6,335,"2014","6"
3,2,2120,7401,2,"0","0","3","8",2120,0,1989,0,"98029",2010,7.972,612,"2015","4"
2,1,830,8000,1,"0","0","3","6",830,0,1954,0,"98198",1300,8,200,"2014","8"
3,2,3140,8571,1,"0","0","4","8",1670,1470,1985,0,"98023",2590,7.949,345,"2014","7"
4,2,2410,6440,1,"0","0","3","8",1550,860,1974,0,"98034",2330,6.938,520,"2015","1"
4,2,2190,4080,2,"0","0","3","8",1800,390,1918,0,"98119",2100,4.08,855,"2014","6"
4,2,2190,5060,1,"0","0","3","7",1190,1000,1950,0,"98116",1510,4.6,567.5,"2015","5"
3,2,1210,7247,1,"0","0","4","7",1210,0,1967,0,"98003",1370,7.869,208,"2014","11"
3,2,1880,16239,1,"0","0","3","7",880,1000,1922,0,"98115",1260,7.528,452,"2014","8"
3,3,2410,12183,2,"0","0","3","9",2410,0,1988,0,"98011",2540,9.979,555,"2014","7"
5,3,2620,8861,1,"0","0","5","8",1350,1270,1979,0,"98056",1940,10.8,519,"2014","9"
3,2,1850,2575,2,"0","0","3","9",1850,0,2013,0,"98118",1080,4.12,474.9,"2014","12"
3,2,1760,16418,1,"0","0","3","7",1190,570,1990,0,"98053",2260,20.747,419,"2015","1"
2,1,860,1800,1,"0","0","3","7",860,0,1909,0,"98119",2160,3.12,390,"2014","9"
7,2,2620,6890,2,"0","0","4","7",2620,0,1961,0,"98007",2070,7.91,539,"2014","10"
4,2,2400,21196,1,"0","0","5","8",1590,810,1956,0,"98166",2200,19.134,569,"2014","8"
3,1,1850,5000,1.5,"0","0","3","7",1850,0,1922,0,"98103",1850,5,611,"2014","12"
3,2,4040,147856,2,"0","0","3","9",4040,0,2004,0,"98092",3000,125.452,760,"2014","10"
3,2,1940,55756,1,"0","0","5","9",1940,0,1954,0,"98007",2330,10.018,732,"2014","5"
3,2,3490,8343,2,"1","4","4","9",2150,1340,1939,1991,"98125",2990,13.104,1680,"2014","7"
5,3,3170,7062,2,"0","0","3","9",3170,0,2014,0,"98074",3210,6.891,920,"2014","9"
4,2,2530,7563,1,"0","0","3","7",1440,1090,1978,0,"98011",1960,7.811,400,"2014","6"
4,2,3230,21781,2,"0","0","3","9",3230,0,1993,0,"98053",3230,21.78,785,"2014","7"
3,2,2120,54014,2,"0","0","4","9",2120,0,1964,0,"98005",3280,50.69,835,"2014","6"
2,2,1640,6750,1,"0","0","4","8",1340,300,1939,0,"98125",1760,7.49,640.5,"2015","2"
4,2,2130,9013,2,"0","0","3","8",2130,0,1988,0,"98001",2350,8.982,310,"2015","3"
4,1,1440,7215,1.5,"0","0","3","7",1440,0,1969,0,"98034",1150,7.215,355,"2014","10"
3,2,1940,7313,1,"0","1","4","8",1440,500,1960,0,"98136",2160,7.2,685,"2014","5"
3,1,1120,8576,1,"0","0","3","6",1120,0,1943,0,"98178",1050,8.812,202.5,"2014","10"
3,2,2400,5817,2,"0","0","3","8",2400,0,1998,0,"98065",2420,5.817,540,"2015","5"
4,2,1810,4871,2,"0","0","3","8",1810,0,1999,0,"98031",1850,5.003,295,"2014","11"
3,1,1270,6612,1.5,"0","3","3","7",1270,0,1927,0,"98118",2100,7.68,518,"2015","4"
2,2,1350,4023,1,"0","0","3","7",1350,0,2005,0,"98038",1370,3.57,250,"2015","5"
2,2,1550,435600,1.5,"0","0","2","7",1550,0,1972,0,"98065",1600,217.8,330,"2014","5"
2,1,1620,3880,1,"0","0","4","7",920,700,1924,0,"98117",1330,3.88,481,"2014","11"
3,2,2650,12845,1,"0","3","3","9",1770,880,1977,0,"98034",2650,12.902,898,"2014","10"
5,2,2510,9750,1.5,"0","0","3","8",2510,0,1969,0,"98052",1900,9.75,570,"2014","8"
4,2,2040,16200,2,"0","0","3","8",2040,0,1997,0,"98019",2530,15.389,475,"2015","3"
3,2,1660,5250,2,"0","0","4","8",1660,0,1988,0,"98003",1630,5.505,265,"2015","2"
3,2,1980,17342,2,"1","4","3","10",1580,400,1984,0,"98166",2060,17.313,380,"2014","9"
4,2,2690,8036,2,"0","0","4","9",2690,0,1987,0,"98007",2420,8.087,790,"2014","8"
2,2,2910,6110,2,"0","2","4","9",2910,0,1985,0,"98136",2090,5.763,620,"2015","3"
4,4,2720,9000,2,"0","0","3","8",2670,50,1997,0,"98125",1960,7.772,709,"2014","8"
3,1,1280,5100,1,"0","0","3","7",1280,0,1948,0,"98126",1380,7.14,296.5,"2014","8"
3,2,2160,35912,2,"0","0","3","8",2160,0,1982,0,"98077",2230,35.244,475,"2014","8"
3,2,1760,10835,1,"0","0","4","8",1290,470,1976,0,"98027",2050,10.488,440,"2014","10"
2,1,800,6016,1,"0","0","3","6",800,0,1942,0,"98117",1470,3.734,405,"2014","12"
2,1,930,4000,1,"0","0","3","6",730,200,1943,0,"98108",1100,5,269.5,"2015","5"
5,2,2040,5280,1,"0","0","4","7",1020,1020,1961,0,"98007",1720,7.344,520,"2014","11"
1,1,1180,22000,1,"0","2","3","6",1180,0,1948,0,"98198",1890,11.761,229.5,"2014","8"
4,2,2000,10890,1,"0","0","4","7",1390,610,1961,0,"98003",1520,9.25,335,"2014","10"
4,3,3310,50951,2,"0","0","3","9",3310,0,1998,0,"98077",3230,39.34,680,"2014","10"
4,4,3130,3900,2,"0","0","3","9",2550,580,2008,0,"98115",1830,3.9,1390,"2015","3"
4,2,2300,9900,1,"0","2","3","8",1600,700,1961,0,"98136",2510,7.5,740,"2014","12"
3,2,2140,9990,1,"0","0","4","8",2140,0,1962,0,"98003",2060,9.99,270,"2015","3"
4,2,2210,5572,1.5,"0","3","3","7",1760,450,1911,0,"98126",1760,4.713,510,"2015","5"
2,1,970,13700,1,"0","0","3","6",970,0,1949,0,"98106",1570,10.88,300,"2014","5"
5,2,2690,10800,1,"0","3","4","8",2020,670,1956,0,"98040",3380,9.134,1300,"2015","3"
4,2,1890,5188,1.5,"0","0","4","7",1670,220,1940,0,"98105",1800,4.848,675,"2014","8"
6,3,3140,14923,2,"0","0","3","10",3140,0,1991,0,"98006",2980,10.758,925.9,"2014","11"
2,1,1440,43560,1,"0","0","4","7",1150,290,1965,0,"98027",1870,56.628,255.5,"2014","7"
3,2,2910,17172,2,"0","0","3","10",2910,0,1989,0,"98003",2910,20.048,450,"2014","5"
3,1,1310,22652,1,"0","0","3","7",1310,0,1968,0,"98092",1600,103.672,280,"2014","11"
4,2,2140,8800,2,"0","0","4","7",2140,0,1963,0,"98032",2060,9.79,245,"2015","1"
3,1,1090,6712,1,"0","0","4","7",1090,0,1972,0,"98034",1440,7.35,344.9,"2015","3"
3,2,1330,7216,1,"0","0","3","7",1330,0,1969,0,"98034",1500,8,381,"2014","8"
4,4,4690,6900,2,"0","0","3","11",3480,1210,2001,0,"98004",2800,11.24,1950,"2014","12"
3,2,1910,21374,1,"0","0","1","8",1910,0,1955,0,"98004",2850,16.167,1500,"2015","2"
3,2,1750,11461,2,"0","0","4","7",1750,0,1976,0,"98002",2140,11.276,232.6,"2014","6"
5,2,1760,10200,1.5,"0","0","3","6",1760,0,1925,0,"98106",1370,7.62,220,"2014","12"
4,2,1810,7700,1,"0","0","5","8",1390,420,1977,0,"98033",2080,7.7,600,"2014","8"
3,2,1360,5754,2,"0","0","3","7",1360,0,1994,0,"98030",1360,7.05,239,"2014","11"
3,2,1730,9211,1,"0","0","3","8",1730,0,1961,0,"98125",1440,9.211,400,"2014","8"
6,3,4710,11000,2,"0","3","3","10",3690,1020,1931,0,"98105",2950,5.3,2180,"2014","7"
3,1,1010,8551,1,"0","0","5","7",1010,0,1953,0,"98155",1310,8.504,350,"2014","9"
3,2,2400,97138,2,"0","0","5","8",2400,0,1983,0,"98077",2230,54.45,562,"2014","9"
3,2,1540,8400,1,"0","0","5","7",1540,0,1968,0,"98056",1690,7.689,380,"2014","9"
4,2,1480,7875,1,"0","0","3","7",740,740,1927,0,"98199",1680,5.851,511.2,"2014","10"
4,2,2520,5000,2,"0","0","3","9",2520,0,2004,0,"98029",2910,5.001,680,"2014","10"
3,3,1210,941,2,"0","0","3","8",1000,210,2002,0,"98133",1650,1.493,350,"2014","7"
5,2,2670,184140,1,"0","0","3","8",1410,1260,1980,0,"98042",1860,35.719,410,"2015","2"
4,2,3030,12590,1.5,"0","0","4","10",3030,0,1988,0,"98004",2980,11.635,1050,"2014","5"
3,2,1440,3900,1,"0","0","3","8",1440,0,2002,0,"98053",1350,3.9,391.3,"2014","10"
4,2,3250,16684,2,"0","0","3","9",3250,0,1979,0,"98039",2890,16.927,1410,"2014","6"
3,2,1750,5750,1,"0","2","5","7",870,880,1956,0,"98116",1750,5.75,575,"2015","4"
4,2,2120,46173,2,"0","0","3","7",2120,0,1974,0,"98053",2000,46.173,316,"2015","5"
3,1,1050,5156,1.5,"0","0","3","7",1050,0,1919,0,"98106",1050,5.502,165,"2015","4"
3,2,1950,3600,1.5,"0","0","5","8",1430,520,1911,0,"98119",1950,3.6,850,"2014","8"
3,1,1020,6000,1,"0","0","3","5",1020,0,1900,0,"98027",2070,7.2,210,"2014","8"
4,2,1820,9161,1,"0","0","4","7",1220,600,1975,0,"98058",1860,7.65,325,"2014","8"
4,2,2390,53941,2,"0","0","3","8",2390,0,1989,0,"98053",2610,104.108,682,"2015","4"
3,2,1400,7508,2,"0","0","4","7",1400,0,1987,0,"98034",1710,7.7,430,"2014","7"
3,2,1540,8110,1,"0","0","4","7",1190,350,1959,0,"98125",1290,8.11,325.5,"2014","11"
3,2,2370,6360,1,"0","3","3","7",1280,1090,1954,0,"98178",1990,6.36,385,"2014","7"
1,1,670,1800,1,"0","0","5","6",670,0,1905,0,"98103",1330,3.36,435,"2015","3"
4,1,2420,15520,2,"0","0","4","7",2420,0,1945,0,"98006",1630,9.965,550,"2014","7"
3,1,1000,7800,1,"0","0","4","6",860,140,1930,0,"98125",1700,7.8,400,"2014","10"
4,3,2100,7350,1,"0","0","5","7",1240,860,1978,0,"98034",2490,7.35,503,"2014","7"
4,2,2800,5368,2,"0","0","3","8",2800,0,2003,0,"98074",2790,5.368,676,"2014","8"
3,1,940,11055,1.5,"0","0","4","7",940,0,1959,0,"98032",1420,9.1,180,"2014","11"
3,2,1640,5280,1.5,"0","0","5","6",1640,0,1910,0,"98002",1160,7.875,234,"2014","6"
4,2,2760,5000,1.5,"0","0","5","7",1680,1080,1928,0,"98107",1850,5,734.2,"2014","5"
3,3,3660,66211,2,"0","0","3","10",3660,0,2003,0,"98038",3660,107.153,920,"2014","7"
4,2,3070,34412,1,"0","3","4","9",2070,1000,1950,0,"98039",3780,27.94,1920,"2014","6"
3,2,1100,10125,1,"0","0","4","7",1100,0,1969,0,"98092",1520,10.125,224,"2014","12"
3,3,3130,19530,1,"1","4","3","8",1690,1440,1947,1984,"98008",2980,18.782,1400,"2015","4"
3,1,1320,7155,1,"0","0","4","6",1320,0,1961,0,"98002",1070,8.1,185,"2014","9"
3,2,1470,5000,1.5,"0","0","5","7",1470,0,1900,0,"98107",1530,5,554.6,"2014","8"
3,2,1480,8009,1,"0","0","3","7",980,500,1980,0,"98032",1790,7.678,268,"2014","8"
4,2,2260,8715,1,"0","0","4","8",1530,730,1976,0,"98008",2220,8.65,675,"2014","9"
4,2,2210,10039,1,"0","0","4","8",1710,500,1967,0,"98052",2070,10.965,620,"2014","7"
3,2,1540,12446,1,"0","0","5","8",1540,0,1967,0,"98027",1330,11.508,396.4,"2014","5"
5,2,1910,9720,1,"0","0","4","7",1390,520,1955,0,"98006",1750,9.72,565,"2014","8"
3,2,1760,3520,1,"0","0","3","7",1160,600,1966,0,"98144",1840,5,410,"2014","8"
4,3,2240,6000,1.5,"0","0","4","8",1270,970,1914,0,"98109",2240,4.25,1190,"2014","5"
3,2,2110,7279,1,"0","0","4","9",2110,0,1984,0,"98033",2130,7.279,716.1,"2014","8"
2,1,1396,111949,1,"0","0","3","7",1396,0,1940,1997,"98053",2020,111.949,225,"2014","5"
4,3,3040,7274,2,"0","3","3","9",2320,720,1986,0,"98125",2830,10.08,640,"2014","7"
2,1,1140,5650,1,"0","1","3","6",980,160,1920,0,"98116",1220,5.7,374,"2014","9"
4,2,1780,12161,1,"0","0","5","7",1160,620,1950,0,"98155",1780,8.17,415,"2015","4"
4,2,3370,35150,1,"0","0","5","8",1770,1600,1993,0,"98027",2920,41.241,592.5,"2014","8"
3,2,1484,1761,3,"0","0","3","7",1484,0,2003,0,"98115",1484,4.32,365,"2014","9"
4,2,2230,12753,1,"0","0","4","7",1180,1050,1981,0,"98074",1860,12.753,600,"2014","9"
4,2,2820,39413,2,"0","0","4","9",2820,0,1989,0,"98092",2910,39.413,465,"2014","12"
3,1,1580,7560,1,"0","0","4","7",1000,580,1976,0,"98001",1580,7.56,255,"2015","4"
4,2,2040,8076,2,"0","0","3","7",2040,0,1994,0,"98042",2040,8.408,279,"2014","9"
3,2,2720,40813,2,"0","0","3","8",2720,0,2001,0,"98001",2250,40.511,460,"2014","12"
4,2,1490,956,2,"0","0","3","7",1020,470,2005,0,"98122",1510,1.35,507,"2014","7"
3,2,1560,9788,1,"0","0","3","7",1560,0,1964,0,"98178",1840,11.18,291,"2014","5"
2,2,830,1077,2,"0","0","3","7",830,0,2006,0,"98122",830,1.366,350,"2014","12"
3,1,980,2490,2,"0","0","4","6",980,0,1969,0,"98092",980,3.154,90,"2014","11"
3,2,1980,7000,1,"0","0","4","8",1360,620,1977,0,"98058",1880,7.2,329,"2014","8"
4,2,3680,11648,2,"0","0","3","10",3680,0,1986,0,"98006",2830,11.251,909,"2014","8"
2,1,860,5400,1,"0","0","4","5",860,0,1953,0,"98056",960,5.4,187,"2014","10"
3,2,1850,5100,1,"0","0","3","7",1020,830,1909,0,"98105",1850,5.1,580,"2014","7"
3,2,1620,5992,2,"0","0","3","7",1620,0,2001,0,"98019",1620,4.644,345,"2014","9"
4,2,2240,7200,2,"0","0","3","8",2240,0,1995,0,"98118",1860,6.6,497,"2014","5"
3,1,1010,3060,1.5,"0","0","3","6",1010,0,1904,0,"98118",1330,4.59,345,"2014","8"
3,2,1610,7350,1,"0","0","3","8",1610,0,1974,0,"98058",2120,7.35,313.5,"2014","11"
3,2,2720,7250,2,"0","0","3","9",2720,0,1990,0,"98033",2870,7.25,910,"2015","4"
3,2,2080,5244,1,"0","0","3","7",1190,890,1959,0,"98125",1850,6.982,399.9,"2014","6"
4,2,1930,6600,1,"0","0","4","7",1030,900,1967,0,"98168",1220,6.6,268,"2014","5"
4,2,2250,8458,1,"0","0","3","8",1450,800,1954,0,"98136",1950,7.198,559,"2014","12"
3,2,1980,8755,1,"0","0","4","7",1300,680,1963,0,"98198",2030,8.671,309,"2014","7"
3,2,1960,4400,2,"0","0","3","7",1960,0,2006,0,"98065",2060,4.4,410,"2014","6"
3,1,1320,8625,1,"0","0","4","7",1320,0,1957,0,"98056",1370,8.295,259,"2014","5"
5,2,2940,5500,2,"0","0","4","9",2340,600,1909,0,"98102",2940,5.5,950,"2014","11"
4,1,1460,7200,1.5,"0","0","4","7",1460,0,1955,0,"98155",1690,7.357,320,"2014","12"
4,2,2330,30122,1,"0","1","3","8",1490,840,1951,0,"98115",2430,6.726,1150,"2015","4"
3,2,2620,10107,1,"0","3","3","7",2620,0,1982,0,"98198",1730,7.812,394.2,"2014","11"
1,1,700,3876,1,"0","0","3","6",700,0,1910,0,"98103",1150,3.952,315,"2014","11"
2,2,1140,12000,1,"0","0","3","6",1140,0,1943,0,"98027",1880,6.125,480,"2014","12"
3,2,2750,35440,2,"0","0","3","9",2750,0,1994,0,"98045",2710,35.44,556,"2014","8"
3,2,2480,5647,2,"0","0","3","7",2480,0,2002,0,"98065",2510,5.018,450,"2014","10"
3,2,1130,5413,1,"0","0","3","7",940,190,1946,0,"98125",1400,7.168,420,"2014","10"
6,4,2770,5000,1,"0","0","3","8",1870,900,1969,0,"98107",1570,2.108,890,"2015","3"
4,2,1710,8814,1,"0","0","5","7",1030,680,1975,0,"98031",1710,7.272,295,"2014","10"
4,2,2150,27345,2,"0","0","5","8",2150,0,1976,0,"98059",2200,11.923,410,"2014","9"
3,2,2250,7294,2,"0","0","3","8",2250,0,1994,0,"98092",2140,7.363,308.9,"2014","6"
4,2,2960,26742,1,"0","3","3","8",1480,1480,1949,1996,"98115",2500,9.46,1160,"2014","10"
2,2,2300,6984,1,"0","0","3","8",2300,0,2006,0,"98053",1820,4.95,665,"2015","1"
3,2,1740,5500,1,"0","0","5","7",970,770,1953,0,"98116",1740,7.25,577,"2014","9"
3,2,2830,3750,3,"0","0","3","10",2830,0,2014,0,"98117",1780,5,959,"2014","9"
2,2,1240,6417,1,"0","0","5","7",1240,0,1924,0,"98126",1800,6.417,471,"2014","6"
3,2,2180,7169,2,"0","0","3","8",2180,0,1990,0,"98029",2150,5.914,560,"2015","4"
5,2,2510,9887,2,"0","0","3","8",2510,0,1972,0,"98040",2510,10.006,955,"2014","5"
7,6,6630,13782,2,"0","0","3","10",4930,1700,2004,0,"98006",4470,8.639,1240,"2014","6"
3,2,2300,18540,1,"0","0","3","8",1800,500,1961,0,"98177",2460,18.54,579,"2014","12"
4,2,3220,7889,2,"0","0","3","8",3220,0,1978,0,"98023",2120,7.651,335,"2015","4"
3,2,2270,7887,2,"0","2","3","8",2270,0,2004,0,"98065",2550,7.133,485,"2014","9"
3,2,1840,9900,1,"0","0","3","9",1840,0,1978,0,"98007",2730,9.9,552,"2014","7"
4,3,3820,15293,2,"0","0","3","10",3820,0,2003,0,"98074",2790,7.142,950,"2014","7"
3,2,1660,7958,1,"0","0","3","7",1130,530,1983,0,"98092",1550,7.647,203.7,"2015","3"
4,4,3360,9767,2,"0","0","3","9",2450,910,1990,0,"98023",2580,8.757,412,"2014","7"
3,2,1350,8960,1,"0","0","4","7",1350,0,1986,0,"98038",1470,8.288,237.5,"2015","1"
4,4,2970,5000,2,"0","2","3","9",2200,770,2001,0,"98117",1470,4.56,866.8,"2014","8"
3,1,1000,5100,1,"0","0","3","7",860,140,1946,0,"98115",1000,5.1,425,"2015","3"
3,2,1190,6833,1,"0","0","3","7",1190,0,1995,0,"98092",1540,8,200,"2014","6"
3,2,1670,6034,1,"0","0","3","7",990,680,1957,0,"98118",1230,6.034,280,"2014","9"
3,2,1200,2002,2,"0","0","3","8",1200,0,1966,0,"98055",1270,1.848,140,"2014","11"
5,2,2250,10400,1,"0","0","3","8",1280,970,1973,0,"98058",2140,9.592,370,"2014","11"
2,1,1040,4000,1,"0","0","3","7",930,110,1909,0,"98119",1700,4.8,550,"2014","9"
2,2,3180,9400,2,"0","4","5","10",2610,570,1985,0,"98006",3760,9.45,1410,"2014","7"
2,2,3180,9400,2,"0","4","5","10",2610,570,1985,0,"98006",3760,9.45,1510,"2015","3"
4,2,2040,8800,1,"0","0","4","7",1020,1020,1961,0,"98007",1490,8.8,510,"2014","5"
3,1,1160,10518,1,"0","0","3","7",1160,0,1960,0,"98028",1670,9.38,351,"2014","7"
3,1,880,10800,1,"0","0","3","6",880,0,1942,0,"98146",1100,8.82,210,"2015","3"
4,2,2290,36900,1.5,"0","2","5","7",1690,600,1938,0,"98022",2170,12.434,450,"2015","5"
3,1,950,7620,1,"0","0","3","6",950,0,1954,0,"98106",1260,7.62,137,"2014","5"
3,1,1010,14510,1,"0","0","5","7",1010,0,1974,0,"98042",2020,44.866,270,"2014","12"
3,2,3100,100188,1,"0","0","4","7",1820,1280,1981,0,"98038",2430,104.979,540,"2014","12"
5,3,2560,12480,1,"0","0","3","8",1590,970,2012,0,"98155",2500,17.299,565,"2014","12"
4,2,2430,3600,2.5,"0","0","3","8",2430,0,1980,0,"98112",2020,4.8,940,"2015","4"
2,1,830,26329,1,"1","3","4","6",830,0,1928,0,"98070",2030,27.338,385,"2014","6"
3,3,2090,7634,1,"0","0","3","8",1450,640,2001,0,"98019",2090,9.6,400,"2014","8"
3,2,2030,8649,1,"0","0","3","7",2030,0,1998,0,"98056",1760,7.2,365,"2015","3"
2,1,1060,1600,2,"0","0","3","7",1060,0,1979,0,"98144",1360,3.36,353.2,"2014","5"
2,2,1090,6750,1,"0","0","3","7",950,140,1942,0,"98117",1640,6.75,455,"2015","4"
4,4,3400,234352,2,"0","0","3","8",2500,900,1991,0,"98070",1300,39.639,475,"2014","5"
4,2,1920,7455,1,"0","0","4","7",960,960,1939,1964,"98125",1920,7.455,571.5,"2014","11"
2,1,1150,3000,1,"0","0","3","6",780,370,1915,0,"98118",1150,5,441,"2015","3"
6,3,3970,9500,1,"0","0","4","10",2180,1790,1970,0,"98005",2490,9.775,810,"2015","2"
3,2,1880,11556,2,"0","0","3","8",1880,0,1987,0,"98074",1880,12,550,"2015","4"
2,1,1500,4000,1,"0","0","3","8",1100,400,1933,0,"98109",1980,4,736,"2014","7"
3,2,2190,17550,1,"0","0","3","7",2190,0,1989,0,"98014",1700,17.55,375,"2015","2"
3,2,2530,9932,2,"0","0","3","8",2530,0,1995,0,"98052",2140,7.95,717.5,"2015","2"
2,2,1930,11200,1,"0","2","3","8",1430,500,1951,0,"98177",2840,12.408,581,"2014","11"
3,2,1510,4560,2,"0","0","4","7",1510,0,1909,1995,"98116",1990,5,629,"2014","7"
3,4,5510,35000,2,"0","4","3","13",4910,600,1997,0,"98177",3430,45.302,3800,"2014","9"
3,2,1100,5200,1,"0","0","3","6",1100,0,1969,2014,"98042",1050,5.33,225,"2014","12"
3,2,1730,6368,2,"0","0","3","7",1730,0,1993,0,"98038",1780,6.597,315,"2014","6"
3,2,1480,1386,3,"0","0","3","8",1480,0,2005,0,"98029",1470,1.593,425,"2015","3"
3,1,1150,11802,1,"0","0","4","7",1150,0,1932,1958,"98106",1880,6.082,346.5,"2014","6"
3,2,1950,26500,1,"0","0","4","8",1570,380,1965,0,"98006",2160,12.751,550,"2015","1"
3,2,2380,10450,1,"0","0","3","8",1400,980,1977,0,"98052",2150,9.6,565,"2015","2"
4,2,3100,8000,1.5,"0","0","5","7",2040,1060,1939,0,"98103",1650,4,1000,"2014","12"
2,2,2010,3797,1.5,"0","0","3","7",1450,560,1922,2004,"98108",1660,4.65,400,"2014","8"
4,2,2270,5760,2,"0","0","4","8",2270,0,1909,0,"98116",1420,5.76,725,"2014","11"
3,2,2050,16313,1,"0","0","2","8",2050,0,1973,0,"98040",3180,10.264,623,"2014","7"
2,1,650,5400,1,"0","0","3","6",650,0,1950,0,"98122",1310,4.906,295,"2014","6"
4,3,2780,7875,2,"0","0","3","9",2780,0,2006,0,"98133",1000,7.5,700,"2014","5"
2,2,1300,1229,2,"0","0","3","8",1160,140,2000,0,"98107",1430,1.255,482,"2015","4"
3,2,2730,11380,2,"0","0","3","10",2730,0,1995,0,"98075",2800,10.07,770,"2014","8"
4,2,3140,22100,1,"0","0","4","8",1820,1320,1960,0,"98023",2700,25.5,310,"2014","10"
